Zone;Roche's Hole;50,50;66,70;1;
Zone;Field of Laudable Wakey's;34,50;50,66;0;
Zone;Gritty Melmoths Field;24,50;34,64;0;
Zone;Cave of Meters;8,50;24,62;0;
Zone;Ocean of Protest;-28,50;8,76;0;
Zone;Nouronihar Ocean;-48,50;-28,76;0;
Zone;Bakufu Village;-58,50;-48,58;0;
Zone;Fat 'Just Fields;-72,50;-58,62;0;
Zone;Gling Sea;-92,50;-72,74;0;
Zone;Town of Dividing Raynal;-104,50;-92,60;0;
Zone;Cave of Jarring Anthropometrist;-118,50;-104,58;0;
Tile;;23,99;1;5;6;
Tile;;38,113;1;5;6;
Tile;;14,107;1;5;6;
Tile;;36,117;1;5;6;
Tile;;22,98;1;5;6;
Tile;;24,129;1;5;6;
Tile;;16,109;1;5;6;
Tile;;44,124;1;5;6;
Tile;;34,107;1;5;6;
Tile;;30,112;1;5;6;
Tile;;22,104;1;5;6;
Tile;;19,99;1;5;6;
Tile;;38,106;1;5;6;
Tile;;43,107;1;5;6;
Tile;;36,100;1;5;6;
Tile;;32,130;1;5;6;
Tile;;23,105;1;5;6;
Tile;;30,101;1;5;6;
Tile;;20,118;1;5;6;
Tile;;40,125;1;5;6;
Tile;;37,130;1;5;6;
Tile;;17,104;1;5;6;
Tile;;23,130;1;5;6;
Tile;;22,108;1;5;6;
Tile;;25,112;1;5;6;
Tile;;44,104;1;5;6;
Tile;;18,114;1;5;6;
Tile;;41,107;1;5;6;
Tile;;46,105;1;5;6;
Tile;;22,112;1;5;6;
Tile;;28,105;1;5;6;
Tile;;23,98;1;5;6;
Tile;;21,116;1;5;6;
Tile;;34,113;1;5;6;
Tile;;28,121;1;5;6;
Tile;;40,110;1;5;6;
Tile;;38,130;1;5;6;
Tile;;47,120;1;5;6;
Tile;;41,106;1;5;6;
Tile;;16,113;1;5;6;
Tile;;42,109;1;5;6;
Tile;;45,110;1;5;6;
Tile;;35,103;1;5;6;
Tile;;33,128;1;5;6;
Tile;;23,119;1;5;6;
Tile;;21,99;1;5;6;
Tile;;23,126;1;5;6;
Tile;;33,100;1;5;6;
Tile;;46,103;1;5;6;
Tile;;14,113;1;5;6;
Tile;;18,112;1;5;6;
Tile;;25,99;1;5;6;
Tile;;27,128;1;5;6;
Tile;;26,126;1;5;6;
Tile;;28,112;1;5;6;
Tile;;18,104;1;5;6;
Tile;;40,119;1;5;6;
Tile;;32,126;1;5;6;
Tile;;22,125;1;5;6;
Tile;;45,108;1;5;6;
Tile;;33,126;1;5;6;
Tile;;41,99;1;5;6;
Tile;;40,123;1;5;6;
Tile;;46,117;1;5;6;
Tile;;32,100;1;5;6;
Tile;;30,105;1;5;6;
Tile;;43,102;1;5;6;
Tile;;41,129;1;5;6;
Tile;;35,128;1;5;6;
Tile;;40,107;1;5;6;
Tile;;22,110;1;5;6;
Tile;;29,125;1;5;6;
Tile;;31,124;1;5;6;
Tile;;41,105;1;5;6;
Tile;;43,128;1;5;6;
Tile;;28,98;1;5;6;
Tile;;26,124;1;5;6;
Tile;;38,120;1;5;6;
Tile;;46,131;1;5;6;
Tile;;16,121;1;5;6;
Tile;;40,118;1;5;6;
Tile;;42,118;1;5;6;
Tile;;35,107;1;5;6;
Tile;;45,119;1;5;6;
Tile;;25,109;1;5;6;
Tile;;18,118;1;5;6;
Tile;;16,105;1;5;6;
Tile;;24,103;1;5;6;
Tile;;14,109;1;5;6;
Tile;;37,127;1;5;6;
Tile;;43,98;1;5;6;
Tile;;15,110;1;5;6;
Tile;;45,128;1;5;6;
Tile;;21,120;1;5;6;
Tile;;38,121;1;5;6;
Tile;;14,117;1;5;6;
Tile;;35,120;1;5;6;
Tile;;29,105;1;5;6;
Tile;;34,129;1;5;6;
Tile;;37,120;1;5;6;
Tile;;26,114;1;5;6;
Tile;;26,109;1;5;6;
Tile;;24,105;1;5;6;
Tile;;17,120;1;5;6;
Tile;;38,104;1;5;6;
Tile;;26,119;1;5;6;
Tile;;19,103;1;5;6;
Tile;;23,122;1;5;6;
Tile;;45,111;1;5;6;
Tile;;19,110;1;5;6;
Tile;;24,126;1;5;6;
Tile;;31,131;1;5;6;
Tile;;43,106;1;5;6;
Tile;;38,100;1;5;6;
Tile;;33,112;1;5;6;
Tile;;25,103;1;5;6;
Tile;grass;13,97;0;6;6;
NPC;Ib;46,115;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Multifold;29,119;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Dragonbridge;25,126;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Um;20,99;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Toughest;15,107;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Ymor;34,130;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Subtlest;45,106;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Unsealing;45,118;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Wormily;40,108;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Cornish;31,119;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Vulgaris;44,115;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Kew;19,100;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Shouldering;45,98;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Strangenesses;40,101;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Leyden;38,125;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Banstead;30,125;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Mawson's;43,130;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Barnett;43,116;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Physiographic;27,123;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Impressing;25,116;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'Not;23,125;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Richmond;26,127;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Roused;14,122;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Lightbringer;38,110;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Radcliffe;41,130;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Maintenon;40,105;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Antarctic;37,109;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Cranking;28,104;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Blackfriars;14,127;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Rosicrucianism;29,110;1;2;1;battle;randomAI;displayDialogue(0);
NPC;'Within;39,118;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Arabia;41,100;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Raided;45,115;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Reestablishing;19,114;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Mandy;45,116;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Frayser;31,102;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Bolthole;46,114;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Ymor;24,116;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Spadeless;22,124;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Nonrefundable;41,119;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Iliad;36,127;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;12,93;1;1;7;
Tile;;12,94;1;1;7;
Tile;;12,95;1;1;7;
Tile;;28,86;1;1;7;
Tile;;28,87;1;1;7;
Tile;;28,88;1;1;7;
Tile;;28,89;1;1;7;
Tile;;28,90;1;1;7;
Tile;;28,91;1;1;7;
Tile;;28,92;1;1;7;
Tile;;28,93;1;1;7;
Tile;;28,94;1;1;7;
Tile;;28,95;1;1;7;
Tile;;13,86;1;1;7;
Tile;;14,86;1;1;7;
Tile;;15,86;1;1;7;
Tile;;17,86;1;1;7;
Tile;;18,86;1;1;7;
Tile;;19,86;1;1;7;
Tile;;20,86;1;1;7;
Tile;;21,86;1;1;7;
Tile;;22,86;1;1;7;
Tile;;23,86;1;1;7;
Tile;;24,86;1;1;7;
Tile;;25,86;1;1;7;
Tile;;26,86;1;1;7;
Tile;;27,86;1;1;7;
Tile;grass;13,87;0;6;6;
NPC;Entailed;17,90;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Friedrich;25,91;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Himalayan;14,89;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Cutts;20,94;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Builded;14,88;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;12,78;1;1;7;
Tile;;12,79;1;1;7;
Tile;;12,80;1;1;7;
Tile;;12,81;1;1;7;
Tile;;12,82;1;1;7;
Tile;;12,83;1;1;7;
Tile;;12,84;1;1;7;
Tile;;12,85;1;1;7;
Tile;;18,78;1;1;7;
Tile;;18,79;1;1;7;
Tile;;18,80;1;1;7;
Tile;;18,81;1;1;7;
Tile;;18,82;1;1;7;
Tile;;18,83;1;1;7;
Tile;;18,84;1;1;7;
Tile;;18,85;1;1;7;
Tile;;14,78;1;1;7;
Tile;;15,78;1;1;7;
Tile;;16,78;1;1;7;
Tile;;17,78;1;1;7;
Tile;grass;13,79;0;6;6;
Tile;;12,66;1;1;7;
Tile;;12,67;1;1;7;
Tile;;12,68;1;1;7;
Tile;;12,69;1;1;7;
Tile;;12,70;1;1;7;
Tile;;12,71;1;1;7;
Tile;;12,72;1;1;7;
Tile;;12,73;1;1;7;
Tile;;12,74;1;1;7;
Tile;;12,75;1;1;7;
Tile;;12,76;1;1;7;
Tile;;12,77;1;1;7;
Tile;;19,78;1;1;7;
Tile;;20,78;1;1;7;
Tile;;21,78;1;1;7;
Tile;;22,78;1;1;7;
Tile;;23,78;1;1;7;
Tile;;24,78;1;1;7;
Tile;;25,78;1;1;7;
Tile;;26,78;1;1;7;
Tile;;26,66;1;1;7;
Tile;;26,67;1;1;7;
Tile;;26,68;1;1;7;
Tile;;26,69;1;1;7;
Tile;;26,70;1;1;7;
Tile;;26,72;1;1;7;
Tile;;26,73;1;1;7;
Tile;;26,74;1;1;7;
Tile;;26,75;1;1;7;
Tile;;26,76;1;1;7;
Tile;;26,77;1;1;7;
Tile;;13,66;1;1;7;
Tile;;14,66;1;1;7;
Tile;;15,66;1;1;7;
Tile;;16,66;1;1;7;
Tile;;17,66;1;1;7;
Tile;;18,66;1;1;7;
Tile;;19,66;1;1;7;
Tile;;20,66;1;1;7;
Tile;;21,66;1;1;7;
Tile;;22,66;1;1;7;
Tile;;23,66;1;1;7;
Tile;;24,66;1;1;7;
Tile;;25,66;1;1;7;
Tile;grass;13,67;0;6;6;
NPC;Switzerland;23,69;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Roamed;15,74;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Applauding;21,71;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Eh;21,68;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Talos;18,73;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;27,72;1;1;7;
Tile;;28,72;1;1;7;
Tile;;29,72;1;1;7;
Tile;;30,72;1;1;7;
Tile;;31,72;1;1;7;
Tile;;32,72;1;1;7;
Tile;;33,72;1;1;7;
Tile;;34,72;1;1;7;
Tile;;34,66;1;1;7;
Tile;;34,67;1;1;7;
Tile;;34,68;1;1;7;
Tile;;34,69;1;1;7;
Tile;;34,70;1;1;7;
Tile;;27,66;1;1;7;
Tile;;28,66;1;1;7;
Tile;;29,66;1;1;7;
Tile;;30,66;1;1;7;
Tile;;31,66;1;1;7;
Tile;;32,66;1;1;7;
Tile;;33,66;1;1;7;
Tile;grass;27,67;0;6;6;
NPC;5d;28,69;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;34,73;1;1;7;
Tile;;34,74;1;1;7;
Tile;;34,75;1;1;7;
Tile;;34,76;1;1;7;
Tile;;34,77;1;1;7;
Tile;;34,78;1;1;7;
Tile;;34,79;1;1;7;
Tile;;34,80;1;1;7;
Tile;;34,81;1;1;7;
Tile;;34,82;1;1;7;
Tile;;34,83;1;1;7;
Tile;;50,66;1;1;7;
Tile;;50,67;1;1;7;
Tile;;50,68;1;1;7;
Tile;;50,69;1;1;7;
Tile;;50,70;1;1;7;
Tile;;50,71;1;1;7;
Tile;;50,72;1;1;7;
Tile;;50,73;1;1;7;
Tile;;50,74;1;1;7;
Tile;;50,75;1;1;7;
Tile;;50,76;1;1;7;
Tile;;50,77;1;1;7;
Tile;;50,78;1;1;7;
Tile;;50,79;1;1;7;
Tile;;50,80;1;1;7;
Tile;;50,81;1;1;7;
Tile;;50,82;1;1;7;
Tile;;50,83;1;1;7;
Tile;;35,66;1;1;7;
Tile;;36,66;1;1;7;
Tile;;37,66;1;1;7;
Tile;;38,66;1;1;7;
Tile;;39,66;1;1;7;
Tile;;40,66;1;1;7;
Tile;;41,66;1;1;7;
Tile;;42,66;1;1;7;
Tile;;43,66;1;1;7;
Tile;;45,66;1;1;7;
Tile;;46,66;1;1;7;
Tile;;47,66;1;1;7;
Tile;;48,66;1;1;7;
Tile;;49,66;1;1;7;
Tile;grass;35,67;0;6;6;
NPC;Mindedly;46,83;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Queered;47,72;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Stratholme;48,71;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Fenian;47,79;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Newcomen;36,76;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Injected;48,70;1;2;1;battle;randomAI;displayDialogue(0);
Zone;The Whole Tenures;34,40;42,50;0;
Tile;;35,50;1;1;7;
Tile;;37,50;1;1;7;
Tile;;38,50;1;1;7;
Tile;;39,50;1;1;7;
Tile;;40,50;1;1;7;
Tile;;41,50;1;1;7;
Tile;;42,50;1;1;7;
Tile;;42,40;1;1;7;
Tile;;42,41;1;1;7;
Tile;;42,42;1;1;7;
Tile;;42,43;1;1;7;
Tile;;42,44;1;1;7;
Tile;;42,45;1;1;7;
Tile;;42,46;1;1;7;
Tile;;42,47;1;1;7;
Tile;;42,48;1;1;7;
Tile;;42,49;1;1;7;
Tile;;35,40;1;1;7;
Tile;;36,40;1;1;7;
Tile;;37,40;1;1;7;
Tile;;38,40;1;1;7;
Tile;;39,40;1;1;7;
Tile;;40,40;1;1;7;
Tile;;41,40;1;1;7;
Tile;grass;35,41;0;6;6;
NPC;Smearing;38,46;1;2;1;battle;randomAI;displayDialogue(0);
Tile;;34,65;1;1;7;
Tile;;50,50;1;1;7;
Tile;;50,51;1;1;7;
Tile;;50,52;1;1;7;
Tile;;50,53;1;1;7;
Tile;;50,54;1;1;7;
Tile;;50,55;1;1;7;
Tile;;50,56;1;1;7;
Tile;;50,57;1;1;7;
Tile;;50,58;1;1;7;
Tile;;50,59;1;1;7;
Tile;;50,60;1;1;7;
Tile;;50,61;1;1;7;
Tile;;50,63;1;1;7;
Tile;;50,64;1;1;7;
Tile;;50,65;1;1;7;
Tile;;43,50;1;1;7;
Tile;;44,50;1;1;7;
Tile;;45,50;1;1;7;
Tile;;46,50;1;1;7;
Tile;;47,50;1;1;7;
Tile;;48,50;1;1;7;
Tile;;49,50;1;1;7;
Tile;grass;35,51;0;6;6;
NPC;Callan's;42,58;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Ossian;40,55;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Beaufort;36,65;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Scoriac;38,65;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Seamen;49,61;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Siberia;40,57;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Miraak's;45,61;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Tsar';40,56;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Razored;45,59;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Viste;38,60;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Cavern of Mists;66,50;74,60;0;
Zone;Oceans of Earnestness;66,60;86,82;0;
Zone;The Swatter;66,82;94,98;0;
Zone;Rooftops City;94,82;112,104;0;
Zone;Domains of Finewirers;94,104;120,128;0;
Zone;'Plenty Mountain;80,104;94,124;0;
Zone;Caves of Bowery Punches;72,104;80,118;0;
Tile;;72,104;1;1;7;
Tile;;72,105;1;1;7;
Tile;;72,106;1;1;7;
Tile;;72,107;1;1;7;
Tile;;72,108;1;1;7;
Tile;;72,109;1;1;7;
Tile;;72,110;1;1;7;
Tile;;72,111;1;1;7;
Tile;;72,112;1;1;7;
Tile;;72,113;1;1;7;
Tile;;72,114;1;1;7;
Tile;;72,115;1;1;7;
Tile;;72,116;1;1;7;
Tile;;72,117;1;1;7;
Tile;;72,118;1;1;7;
Tile;;73,118;1;1;7;
Tile;;74,118;1;1;7;
Tile;;75,118;1;1;7;
Tile;;76,118;1;1;7;
Tile;;77,118;1;1;7;
Tile;;78,118;1;1;7;
Tile;;79,118;1;1;7;
Tile;;80,118;1;1;7;
Tile;;80,104;1;1;7;
Tile;;80,106;1;1;7;
Tile;;80,107;1;1;7;
Tile;;80,108;1;1;7;
Tile;;80,109;1;1;7;
Tile;;80,110;1;1;7;
Tile;;80,111;1;1;7;
Tile;;80,112;1;1;7;
Tile;;80,113;1;1;7;
Tile;;80,114;1;1;7;
Tile;;80,115;1;1;7;
Tile;;80,116;1;1;7;
Tile;;80,117;1;1;7;
Tile;;73,104;1;1;7;
Tile;;74,104;1;1;7;
Tile;;75,104;1;1;7;
Tile;;76,104;1;1;7;
Tile;;77,104;1;1;7;
Tile;;78,104;1;1;7;
Tile;;79,104;1;1;7;
Tile;;75,106;1;1;7;
Tile;;79,112;1;1;7;
Tile;;75,110;1;1;7;
Tile;;75,116;1;1;7;
Tile;;76,106;1;1;7;
Tile;;76,108;1;1;7;
Tile;;76,110;1;1;7;
Tile;;76,111;1;1;7;
Tile;;76,112;1;1;7;
Tile;;76,113;1;1;7;
Tile;;76,114;1;1;7;
Tile;;76,116;1;1;7;
Tile;;77,106;1;1;7;
Tile;;77,108;1;1;7;
Tile;;77,112;1;1;7;
Tile;;73,112;1;1;7;
Tile;;77,116;1;1;7;
Tile;;78,106;1;1;7;
Tile;;78,107;1;1;7;
Tile;;78,108;1;1;7;
Tile;;78,109;1;1;7;
Tile;;74,106;1;1;7;
Tile;;78,110;1;1;7;
Tile;;74,108;1;1;7;
Tile;;78,112;1;1;7;
Tile;;74,109;1;1;7;
Tile;;74,110;1;1;7;
Tile;;78,114;1;1;7;
Tile;;78,115;1;1;7;
Tile;;74,112;1;1;7;
Tile;;78,116;1;1;7;
Tile;;74,113;1;1;7;
Tile;;74,114;1;1;7;
Tile;;74,115;1;1;7;
Tile;;74,116;1;1;7;
Tile;grass;73,105;0;6;6;
NPC;Whisked;77,117;1;2;1;battle;randomAI;displayDialogue(0);
Zone;'Ould Caverns;80,124;90,132;0;
Zone;Mori's Cavern;80,132;94,140;0;
Zone;Town of Whitechapel;66,132;80,148;0;
Zone;Averted Cave;52,132;66,146;0;
Tile;;52,132;1;1;7;
Tile;;52,133;1;1;7;
Tile;;52,134;1;1;7;
Tile;;52,135;1;1;7;
Tile;;52,136;1;1;7;
Tile;;52,137;1;1;7;
Tile;;52,138;1;1;7;
Tile;;52,139;1;1;7;
Tile;;52,140;1;1;7;
Tile;;52,141;1;1;7;
Tile;;52,142;1;1;7;
Tile;;52,143;1;1;7;
Tile;;52,144;1;1;7;
Tile;;52,145;1;1;7;
Tile;;52,146;1;1;7;
Tile;;53,146;1;1;7;
Tile;;54,146;1;1;7;
Tile;;55,146;1;1;7;
Tile;;56,146;1;1;7;
Tile;;57,146;1;1;7;
Tile;;58,146;1;1;7;
Tile;;59,146;1;1;7;
Tile;;60,146;1;1;7;
Tile;;61,146;1;1;7;
Tile;;62,146;1;1;7;
Tile;;63,146;1;1;7;
Tile;;64,146;1;1;7;
Tile;;65,146;1;1;7;
Tile;;66,146;1;1;7;
Tile;;66,132;1;1;7;
Tile;;66,133;1;1;7;
Tile;;66,134;1;1;7;
Tile;;66,135;1;1;7;
Tile;;66,136;1;1;7;
Tile;;66,137;1;1;7;
Tile;;66,138;1;1;7;
Tile;;66,139;1;1;7;
Tile;;66,140;1;1;7;
Tile;;66,142;1;1;7;
Tile;;66,143;1;1;7;
Tile;;66,144;1;1;7;
Tile;;66,145;1;1;7;
Tile;;53,132;1;1;7;
Tile;;54,132;1;1;7;
Tile;;55,132;1;1;7;
Tile;;56,132;1;1;7;
Tile;;57,132;1;1;7;
Tile;;58,132;1;1;7;
Tile;;59,132;1;1;7;
Tile;;60,132;1;1;7;
Tile;;61,132;1;1;7;
Tile;;62,132;1;1;7;
Tile;;63,132;1;1;7;
Tile;;64,132;1;1;7;
Tile;;65,132;1;1;7;
Tile;;55,134;1;1;7;
Tile;;63,142;1;1;7;
Tile;;55,136;1;1;7;
Tile;;55,140;1;1;7;
Tile;;55,144;1;1;7;
Tile;;64,133;1;1;7;
Tile;;64,134;1;1;7;
Tile;;64,135;1;1;7;
Tile;;64,136;1;1;7;
Tile;;64,137;1;1;7;
Tile;;64,138;1;1;7;
Tile;;64,140;1;1;7;
Tile;;56,133;1;1;7;
Tile;;56,134;1;1;7;
Tile;;64,142;1;1;7;
Tile;;64,143;1;1;7;
Tile;;56,136;1;1;7;
Tile;;64,144;1;1;7;
Tile;;56,138;1;1;7;
Tile;;56,139;1;1;7;
Tile;;56,140;1;1;7;
Tile;;56,142;1;1;7;
Tile;;56,144;1;1;7;
Tile;;65,140;1;1;7;
Tile;;57,138;1;1;7;
Tile;;57,142;1;1;7;
Tile;;57,144;1;1;7;
Tile;;58,134;1;1;7;
Tile;;58,135;1;1;7;
Tile;;58,136;1;1;7;
Tile;;58,137;1;1;7;
Tile;;58,138;1;1;7;
Tile;;58,139;1;1;7;
Tile;;58,140;1;1;7;
Tile;;58,142;1;1;7;
Tile;;58,144;1;1;7;
Tile;;59,134;1;1;7;
Tile;;59,142;1;1;7;
Tile;;59,144;1;1;7;
Tile;;60,134;1;1;7;
Tile;;60,136;1;1;7;
Tile;;60,138;1;1;7;
Tile;;60,139;1;1;7;
Tile;;60,140;1;1;7;
Tile;;60,141;1;1;7;
Tile;;60,142;1;1;7;
Tile;;60,144;1;1;7;
Tile;;61,134;1;1;7;
Tile;;61,136;1;1;7;
Tile;;61,138;1;1;7;
Tile;;61,142;1;1;7;
Tile;;61,144;1;1;7;
Tile;;53,140;1;1;7;
Tile;;62,134;1;1;7;
Tile;;62,135;1;1;7;
Tile;;62,136;1;1;7;
Tile;;62,138;1;1;7;
Tile;;62,140;1;1;7;
Tile;;54,134;1;1;7;
Tile;;62,142;1;1;7;
Tile;;54,135;1;1;7;
Tile;;54,136;1;1;7;
Tile;;62,144;1;1;7;
Tile;;54,137;1;1;7;
Tile;;54,138;1;1;7;
Tile;;54,140;1;1;7;
Tile;;54,141;1;1;7;
Tile;;54,142;1;1;7;
Tile;;54,143;1;1;7;
Tile;;54,144;1;1;7;
Tile;;63,138;1;1;7;
Tile;;63,140;1;1;7;
Tile;grass;53,133;0;6;6;
NPC;Miskatonic;59,138;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Ha';56,143;1;2;1;battle;randomAI;displayDialogue(0);
NPC;Roared;63,134;1;2;1;battle;randomAI;displayDialogue(0);
Zone;Seas of Cleft;66,148;90,170;0;
Tile;;66,148;1;1;7;
Tile;;66,149;1;1;7;
Tile;;66,150;1;1;7;
Tile;;66,151;1;1;7;
Tile;;66,152;1;1;7;
Tile;;66,153;1;1;7;
Tile;;66,154;1;1;7;
Tile;;66,155;1;1;7;
Tile;;66,156;1;1;7;
Tile;;66,157;1;1;7;
Tile;;66,158;1;1;7;
Tile;;66,159;1;1;7;
Tile;;66,160;1;1;7;
Tile;;66,161;1;1;7;
Tile;;66,162;1;1;7;
Tile;;66,163;1;1;7;
Tile;;66,164;1;1;7;
Tile;;66,165;1;1;7;
Tile;;66,166;1;1;7;
Tile;;66,167;1;1;7;
Tile;;66,168;1;1;7;
Tile;;66,169;1;1;7;
Tile;;66,170;1;1;7;
Tile;;67,170;1;1;7;
Tile;;68,170;1;1;7;
Tile;;69,170;1;1;7;
Tile;;70,170;1;1;7;
Tile;;71,170;1;1;7;
Tile;;72,170;1;1;7;
Tile;;73,170;1;1;7;
Tile;;74,170;1;1;7;
Tile;;75,170;1;1;7;
Tile;;76,170;1;1;7;
Tile;;77,170;1;1;7;
Tile;;78,170;1;1;7;
Tile;;79,170;1;1;7;
Tile;;80,170;1;1;7;
Tile;;81,170;1;1;7;
Tile;;82,170;1;1;7;
Tile;;83,170;1;1;7;
Tile;;84,170;1;1;7;
Tile;;85,170;1;1;7;
Tile;;86,170;1;1;7;
Tile;;87,170;1;1;7;
Tile;;88,170;1;1;7;
Tile;;89,170;1;1;7;
Tile;;90,170;1;1;7;
Tile;;90,148;1;1;7;
Tile;;90,149;1;1;7;
Tile;;90,150;1;1;7;
Tile;;90,151;1;1;7;
Tile;;90,152;1;1;7;
Tile;;90,153;1;1;7;
Tile;;90,154;1;1;7;
Tile;;90,155;1;1;7;
Tile;;90,156;1;1;7;
Tile;;90,157;1;1;7;
Tile;;90,158;1;1;7;
Tile;;90,159;1;1;7;
Tile;;90,160;1;1;7;
Tile;;90,161;1;1;7;
Tile;;90,162;1;1;7;
Tile;;90,163;1;1;7;
Tile;;90,164;1;1;7;
Tile;;90,165;1;1;7;
Tile;;90,166;1;1;7;
Tile;;90,167;1;1;7;
Tile;;90,168;1;1;7;
Tile;;90,169;1;1;7;
Tile;;67,148;1;1;7;
Tile;;68,148;1;1;7;
Tile;;69,148;1;1;7;
Tile;;70,148;1;1;7;
Tile;;71,148;1;1;7;
Tile;;72,148;1;1;7;
Tile;;73,148;1;1;7;
Tile;;74,148;1;1;7;
Tile;;75,148;1;1;7;
Tile;;77,148;1;1;7;
Tile;;78,148;1;1;7;
Tile;;79,148;1;1;7;
Tile;;80,148;1;1;7;
Tile;;81,148;1;1;7;
Tile;;82,148;1;1;7;
Tile;;83,148;1;1;7;
Tile;;84,148;1;1;7;
Tile;;85,148;1;1;7;
Tile;;86,148;1;1;7;
Tile;;87,148;1;1;7;
Tile;;88,148;1;1;7;
Tile;;89,148;1;1;7;
Tile;;69,155;1;5;6;
Tile;;84,157;1;5;6;
Tile;;89,157;1;5;6;
Tile;;70,156;1;5;6;
Tile;;89,155;1;5;6;
Tile;;76,159;1;5;6;
Tile;;79,151;1;5;6;
Tile;;73,154;1;5;6;
Tile;;70,157;1;5;6;
Tile;;73,157;1;5;6;
Tile;;75,160;1;5;6;
Tile;;80,159;1;5;6;
Tile;;76,168;1;5;6;
Tile;;80,150;1;5;6;
Tile;;89,165;1;5;6;
Tile;;87,152;1;5;6;
Tile;;73,156;1;5;6;
Tile;;79,163;1;5;6;
Tile;;71,162;1;5;6;
Tile;;85,168;1;5;6;
Tile;;76,150;1;5;6;
Tile;;70,151;1;5;6;
Tile;;82,157;1;5;6;
Tile;;72,168;1;5;6;
Tile;;74,151;1;5;6;
Tile;;74,157;1;5;6;
Tile;;88,155;1;5;6;
Tile;;75,169;1;5;6;
Tile;;69,160;1;5;6;
Tile;;68,168;1;5;6;
Tile;;83,152;1;5;6;
Tile;;72,152;1;5;6;
Tile;;80,155;1;5;6;
Tile;;79,156;1;5;6;
Tile;;69,165;1;5;6;
Tile;;74,164;1;5;6;
Tile;;78,162;1;5;6;
Tile;;81,156;1;5;6;
Tile;;88,163;1;5;6;
Tile;;84,153;1;5;6;
Tile;;68,163;1;5;6;
Tile;;84,152;1;5;6;
